"Ordre";"IdPersona";"Sexe";"FranjaEdat";"Municipi";"DataAlta";"Estudiant";"Treballador";"Aturat";"Jubilat";"Derivats";"Voluntaris"
"1169";"1244";"H";"3";"SABADELL";"2016/06/16";"N";"N";"N";"Y";"6";"0"
"1170";"1245";"D";"1";"CASTELLAR DEL VALLÈS";"2016/06/16";"Y";"N";"N";"N";"5";"0"
"1171";"1246";"D";"2";"CASTELLAR DEL VALLÈS";"2016/06/17";"N";"Y";"N";"N";"4";"0"
"1172";"1247";"H";"3";"SABADELL";"2016/06/17";"N";"Y";"N";"N";"5";"0"
"1173";"1248";"D";"1";"SABADELL";"2016/06/20";"Y";"N";"N";"N";"3";"1"
"1174";"1249";"D";"1";"SABADELL";"2016/06/21";"N";"N";"N";"N";"1";"0"
"1175";"1250";"H";"4";"SABADELL";"2016/06/21";"N";"N";"N";"Y";"3";"0"
"1176";"1251";"D";"3";"SABADELL";"2016/06/21";"N";"N";"N";"N";"4";"0"
"1177";"1252";"D";"2";"SABADELL";"2016/06/21";"N";"Y";"N";"N";"6";"0"
"1178";"1253";"H";"2";"SABADELL";"2016/06/21";"N";"N";"Y";"N";"0";"0"
"1179";"1254";"D";"2";"SABADELL";"2016/06/21";"Y";"N";"N";"N";"0";"0"
"1180";"1255";"D";"2";"SABADELL";"2016/06/21";"N";"Y";"N";"N";"4";"1"
"1181";"1256";"H";"1";"SANT CUGAT DEL VALLÈS";"2016/06/21";"Y";"N";"N";"N";"0";"0"
"1182";"1257";"D";"2";"SABADELL";"2016/06/21";"Y";"N";"Y";"N";"0";"0"
"1183";"1258";"D";"3";"SABADELL";"2016/06/21";"N";"Y";"N";"N";"0";"0"
"1184";"1259";"D";"4";"SABADELL";"2016/06/22";"N";"N";"N";"Y";"2";"0"
"1185";"1260";"H";"3";"SABADELL";"2016/06/22";"N";"N";"Y";"N";"0";"0"
"1186";"1261";"D";"3";"SABADELL";"2016/06/22";"N";"N";"Y";"N";"0";"0"
"1187";"1262";"D";"3";"SABADELL";"2016/06/22";"N";"N";"Y";"N";"0";"0"
"1188";"1263";"D";"1";"BARBERÀ DEL VALLÈS";"2016/06/22";"Y";"N";"N";"N";"0";"0"
"1189";"1264";"D";"3";"SABADELL";"2016/06/22";"N";"Y";"N";"N";"0";"0"
"1190";"1265";"D";"3";"SABADELL";"2016/06/22";"N";"Y";"N";"N";"0";"0"
"1191";"1267";"D";"1";"SABADELL";"2016/06/23";"Y";"N";"N";"N";"4";"0"
"1192";"1268";"D";"2";"SABADELL";"2016/06/23";"N";"Y";"N";"N";"3";"1"
"1193";"1269";"D";"1";"SABADELL";"2016/06/23";"Y";"N";"N";"N";"3";"0"
"1194";"1270";"D";"1";"SANT QUIRZE DEL VALLÈS";"2016/07/12";"Y";"N";"N";"N";"2";"0"
"1195";"1271";"D";"2";"SABADELL";"2016/07/12";"Y";"N";"Y";"N";"6";"0"
"1196";"1272";"D";"2";"SABADELL";"2016/07/12";"N";"Y";"N";"N";"2";"0"
"1197";"1273";"D";"3";"SABADELL";"2016/07/13";"N";"N";"N";"Y";"2";"0"
"1198";"1274";"H";"2";"SABADELL";"2016/07/13";"N";"N";"Y";"N";"3";"0"
"1199";"1275";"D";"1";"SABADELL";"2016/07/13";"Y";"N";"N";"N";"3";"0"
"1200";"1276";"D";"3";"SABADELL";"2016/07/13";"N";"N";"Y";"N";"4";"0"
"1201";"1277";"D";"1";"SABADELL";"2016/07/18";"Y";"N";"N";"N";"4";"0"
"1202";"1278";"D";"2";"SABADELL";"2016/07/19";"N";"Y";"N";"N";"3";"0"
"1203";"1279";"H";"1";"SABADELL";"2016/07/19";"Y";"N";"N";"N";"2";"0"
"1204";"1280";"D";"0";"SABADELL";"2016/12/19";"N";"Y";"N";"N";"7";"0"
"1205";"1281";"H";"0";"SABADELL";"2016/12/19";"Y";"N";"N";"N";"3";"0"
"1206";"1282";"H";"0";"SABADELL";"2016/12/19";"N";"N";"Y";"N";"2";"0"
"1207";"1283";"D";"0";"SABADELL";"2016/12/19";"Y";"N";"N";"N";"2";"0"
"1208";"1284";"H";"0";"CERDANYOLA DEL VALLÈS";"2016/12/19";"N";"N";"Y";"N";"4";"0"
"1209";"1285";"H";"0";"SABADELL";"2016/12/20";"Y";"N";"N";"N";"4";"0"
"1210";"1286";"H";"0";"SABADELL";"2016/12/20";"Y";"Y";"N";"N";"4";"1"
"1211";"1287";"D";"0";"SABADELL";"2016/12/20";"N";"Y";"N";"N";"3";"0"
"1212";"1288";"D";"0";"SABADELL";"2016/12/21";"N";"Y";"N";"N";"5";"1"
"1213";"1289";"D";"0";"SABADELL";"2016/12/22";"N";"N";"Y";"N";"6";"0"
"1214";"1290";"H";"0";"SABADELL";"2016/12/22";"N";"N";"N";"Y";"4";"1"
"1215";"1291";"D";"0";"SABADELL";"2016/12/22";"N";"Y";"N";"N";"4";"0"
"1216";"1292";"D";"0";"SABADELL";"2016/12/22";"N";"N";"Y";"N";"1";"1"
"1217";"1293";"D";"0";"SABADELL";"2016/12/22";"N";"N";"N";"Y";"6";"0"
"1218";"1294";"D";"0";"BARCELONA";"2016/12/22";"N";"Y";"N";"N";"5";"0"
"1219";"1295";"D";"0";"BADIA DEL VALLÈS";"2016/12/22";"N";"Y";"N";"N";"5";"0"
"1220";"1296";"D";"0";"SABADELL";"2016/12/22";"Y";"N";"N";"N";"7";"0"
"1221";"1297";"D";"0";"SABADELL";"2016/12/22";"N";"Y";"N";"N";"2";"0"
"1222";"1298";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"5";"0"
"1223";"1299";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"4";"2"
"1224";"1300";"D";"0";"SABADELL";"2016/12/31";"N";"N";"Y";"N";"4";"1"
"1225";"1301";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"3";"0"
"1226";"1302";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"5";"0"
"1227";"1303";"H";"0";"SANT QUIRZE DEL VALLÈS";"2016/12/31";"N";"N";"N";"N";"0";"0"
"1228";"1304";"H";"0";"SABADELL";"2016/12/31";"N";"N";"N";"N";"0";"0"
"1229";"1305";"D";"0";"SABADELL";"2016/12/31";"N";"N";"N";"N";"0";"0"
"1230";"1306";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"0";"1"
"1231";"1307";"H";"0";"SABADELL";"2016/12/31";"N";"N";"N";"N";"0";"0"
"1232";"1308";"D";"0";"SABADELL";"2016/12/31";"Y";"N";"N";"N";"1";"1"
"1233";"1309";"D";"0";"CASTELLAR DEL VALLÈS";"2016/12/31";"Y";"N";"N";"N";"0";"0"
"1234";"1310";"H";"0";"SANT CUGAT DEL VALLÈS";"2016/12/31";"N";"N";"N";"N";"0";"0"
"1235";"1311";"D";"0";"SABADELL";"2016/12/31";"Y";"N";"N";"N";"0";"0"
"1236";"1312";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"0";"0"
"1237";"1313";"D";"0";"SABADELL";"2016/12/31";"N";"N";"Y";"N";"0";"0"
"1238";"1314";"H";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"0";"0"
"1239";"1315";"D";"0";"SABADELL";"2016/12/31";"N";"N";"N";"N";"0";"0"
"1240";"1316";"D";"0";"RIPOLLET";"2016/12/31";"N";"Y";"N";"N";"0";"0"
"1241";"1317";"D";"0";"SABADELL";"2016/12/31";"N";"N";"N";"Y";"0";"0"
"1242";"1318";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"6";"0"
"1243";"1319";"D";"0";"SABADELL";"2016/12/31";"Y";"N";"N";"N";"7";"0"
"1244";"1320";"H";"0";"SABADELL";"2016/12/31";"Y";"N";"Y";"N";"7";"0"
"1245";"1321";"H";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"1";"0"
"1246";"1322";"D";"0";"SABADELL";"2016/12/31";"Y";"Y";"N";"N";"3";"1"
"1247";"1323";"H";"0";"SABADELL";"2016/12/31";"N";"N";"N";"Y";"5";"1"
"1248";"1324";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"3";"1"
"1249";"1325";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"2";"0"
"1250";"1326";"D";"0";"SABADELL";"2016/12/31";"N";"N";"Y";"N";"1";"0"
"1251";"1327";"D";"0";"SABADELL";"2016/12/31";"Y";"N";"N";"N";"1";"0"
"1252";"1328";"D";"0";"SABADELL";"2016/12/31";"N";"N";"N";"Y";"3";"0"
"1253";"1329";"D";"0";"SABADELL";"2016/12/31";"N";"N";"Y";"N";"3";"0"
"1254";"1330";"D";"0";"SABADELL";"2016/12/31";"Y";"N";"N";"N";"5";"0"
"1255";"1331";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"4";"1"
"1256";"1332";"H";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"5";"0"
"1257";"1333";"H";"0";"CASTELLAR DEL VALLÈS";"2016/12/31";"N";"N";"Y";"N";"0";"0"
"1258";"1334";"D";"0";"SABADELL";"2016/12/31";"N";"N";"N";"Y";"3";"0"
"1259";"1335";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"6";"0"
"1260";"1336";"D";"0";"SABADELL";"2016/12/31";"N";"N";"N";"Y";"2";"1"
"1261";"1337";"D";"0";"SABADELL";"2016/12/31";"N";"N";"N";"Y";"1";"1"
"1262";"1338";"H";"0";"SABADELL";"2016/12/31";"N";"N";"Y";"N";"4";"0"
"1263";"1339";"D";"0";"SABADELL";"2017/01/25";"N";"N";"Y";"N";"4";"0"
"1264";"1340";"H";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"5";"1"
"1265";"1341";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"4";"0"
"1266";"1342";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"5";"0"
"1267";"1343";"D";"0";"SABADELL";"2016/12/31";"Y";"N";"N";"N";"5";"0"
"1268";"1344";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"5";"1"
"1269";"1345";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"4";"0"
"1270";"1346";"D";"0";"SABADELL";"2016/12/31";"Y";"N";"N";"N";"5";"0"
"1271";"1347";"D";"0";"SABADELL";"2016/12/31";"N";"N";"Y";"N";"4";"0"
"1272";"1348";"H";"0";"SABADELL";"2016/12/31";"Y";"N";"N";"N";"3";"0"
"1273";"1349";"D";"0";"SABADELL";"2016/12/31";"N";"Y";"N";"N";"6";"0"
"1274";"1350";"D";"0";"SABADELL";"2017/01/26";"N";"Y";"N";"N";"4";"0"
"1275";"1352";"D";"0";"SABADELL";"2017/01/27";"N";"Y";"N";"N";"6";"1"
"1276";"1353";"D";"0";"SABADELL";"2017/01/27";"N";"N";"Y";"N";"6";"2"
"1277";"1354";"D";"0";"SABADELL";"2017/01/30";"N";"N";"N";"Y";"4";"0"
"1278";"1355";"D";"0";"SABADELL";"2017/01/30";"N";"Y";"N";"N";"6";"0"
"1279";"1356";"D";"0";"SABADELL";"2017/01/30";"N";"N";"N";"Y";"3";"0"
"1280";"1357";"D";"0";"SABADELL";"2017/01/30";"N";"Y";"N";"N";"5";"0"
"1281";"1358";"H";"0";"SABADELL";"2017/01/30";"N";"N";"Y";"N";"2";"0"
"1282";"1359";"D";"0";"SABADELL";"2017/01/30";"N";"N";"N";"Y";"5";"0"
"1283";"1360";"D";"0";"SABADELL";"2017/03/17";"Y";"N";"N";"N";"5";"0"
"1284";"1362";"H";"0";"SABADELL";"2017/03/17";"N";"N";"N";"Y";"4";"0"
"1285";"1363";"D";"0";"SABADELL";"2017/03/17";"N";"Y";"N";"N";"5";"0"
"1286";"1364";"H";"0";"SABADELL";"2017/03/17";"N";"N";"N";"Y";"3";"1"
"1287";"1365";"D";"0";"SABADELL";"2017/03/17";"N";"N";"N";"Y";"5";"1"
"1288";"1366";"D";"0";"SABADELL";"2017/03/17";"N";"Y";"N";"N";"8";"0"
"1289";"1367";"D";"0";"SABADELL";"2017/03/17";"N";"Y";"N";"N";"4";"0"
"1290";"1368";"D";"0";"SABADELL";"2017/03/17";"N";"N";"Y";"N";"5";"1"
"1291";"1369";"H";"0";"SABADELL";"2017/03/31";"N";"Y";"N";"N";"3";"1"
"1292";"1370";"D";"0";"SABADELL";"2017/04/06";"N";"Y";"N";"N";"3";"0"
"1293";"1371";"D";"0";"CASTELLAR DEL VALLÈS";"2017/04/06";"Y";"N";"N";"N";"4";"0"
"1294";"1372";"D";"0";"SABADELL";"2017/04/06";"Y";"Y";"N";"N";"1";"0"
"1295";"1373";"D";"0";"SABADELL";"2017/04/06";"N";"Y";"N";"N";"4";"0"
"1296";"1374";"D";"0";"SABADELL";"2017/04/06";"N";"Y";"N";"N";"3";"0"
"1297";"1375";"D";"0";"CASTELLAR DEL VALLÈS";"2017/04/06";"N";"N";"N";"Y";"3";"0"
"1298";"1376";"H";"0";"SABADELL";"2017/04/06";"N";"N";"Y";"N";"5";"0"
"1299";"1377";"D";"0";"SANT QUIRZE DEL VALLÈS";"2017/04/07";"Y";"N";"N";"N";"4";"0"
"1300";"1378";"D";"0";"SABADELL";"2017/04/10";"N";"N";"Y";"N";"0";"0"
"1301";"1379";"D";"0";"SABADELL";"2017/04/10";"N";"N";"N";"Y";"0";"0"
"1302";"1380";"D";"0";"SABADELL";"2017/04/10";"N";"N";"N";"Y";"5";"0"
"1303";"1381";"D";"0";"SABADELL";"2017/04/10";"N";"Y";"N";"N";"0";"0"
"1304";"1382";"D";"0";"SABADELL";"2017/04/10";"N";"N";"N";"Y";"0";"0"
"1305";"1383";"D";"0";"SABADELL";"2017/04/10";"N";"N";"Y";"N";"0";"0"
"1306";"1384";"H";"0";"SABADELL";"2017/04/10";"N";"N";"Y";"N";"0";"0"
"1307";"1385";"D";"0";"SABADELL";"2017/04/10";"N";"N";"Y";"N";"0";"0"
"1308";"1386";"D";"0";"SABADELL";"2017/04/10";"N";"Y";"N";"N";"5";"0"
"1309";"1387";"D";"0";"SABADELL";"2017/04/10";"N";"N";"Y";"N";"7";"0"
"1310";"1388";"D";"0";"SENTMENAT";"2017/05/05";"N";"N";"N";"Y";"3";"0"
"1311";"1389";"D";"0";"SABADELL";"2017/05/11";"Y";"N";"N";"N";"3";"0"
"1312";"1390";"D";"0";"SABADELL";"2017/05/16";"Y";"N";"N";"N";"5";"0"
"1313";"1391";"D";"0";"SABADELL";"2017/05/16";"N";"N";"Y";"N";"6";"0"
"1314";"1392";"D";"0";"SABADELL";"2017/05/16";"N";"Y";"N";"N";"4";"0"
"1315";"1393";"H";"0";"CERDANYOLA DEL VALLÈS";"2017/05/16";"N";"Y";"N";"N";"4";"1"
"1316";"1394";"D";"0";"SABADELL";"2017/06/28";"N";"Y";"N";"N";"7";"0"
"1317";"1395";"H";"0";"SABADELL";"2017/06/29";"N";"N";"N";"Y";"5";"0"
"1318";"1396";"D";"0";"SABADELL";"2017/06/30";"N";"Y";"N";"N";"6";"0"
"1319";"1397";"D";"0";"SABADELL";"2017/06/30";"Y";"N";"N";"N";"6";"0"
"1320";"1398";"D";"0";"SABADELL";"2017/06/30";"Y";"N";"N";"N";"3";"0"
"1321";"1399";"H";"0";"SABADELL";"2017/06/30";"Y";"N";"N";"N";"3";"1"
"1322";"1400";"H";"0";"SABADELL";"2017/07/12";"N";"N";"N";"Y";"3";"0"
"1323";"1401";"H";"0";"SABADELL";"2017/07/12";"Y";"N";"N";"N";"3";"0"
"1324";"1402";"H";"0";"BARCELONA";"2017/07/12";"N";"N";"N";"Y";"3";"0"
"1325";"1403";"D";"0";"SABADELL";"2017/09/18";"N";"Y";"N";"N";"3";"0"
"1326";"1404";"H";"0";"SABADELL";"2017/09/18";"Y";"N";"N";"N";"3";"0"
"1327";"1405";"D";"0";"SABADELL";"2017/10/10";"N";"N";"N";"Y";"3";"0"
"1328";"1406";"D";"0";"SABADELL";"2017/10/18";"N";"N";"N";"N";"6";"0"
"1329";"1407";"H";"0";"SABADELL";"2017/10/26";"N";"Y";"N";"N";"3";"0"
"1330";"1408";"H";"0";"SABADELL";"2017/10/26";"N";"N";"Y";"N";"1";"0"
"1331";"1409";"D";"0";"SABADELL";"2017/10/27";"N";"Y";"N";"N";"8";"0"
"1332";"1410";"D";"0";"BADIA DEL VALLÈS";"2017/11/06";"Y";"N";"N";"N";"3";"0"
"1333";"1411";"D";"0";"SABADELL";"2017/11/09";"Y";"Y";"N";"N";"5";"0"
"1334";"1412";"D";"0";"SABADELL";"2017/11/09";"N";"Y";"N";"N";"4";"0"
"1335";"1413";"D";"0";"SABADELL";"2017/11/09";"N";"N";"N";"Y";"5";"0"
"1336";"1414";"H";"0";"SABADELL";"2017/11/09";"Y";"N";"N";"N";"2";"0"
"1337";"1415";"D";"0";"SABADELL";"2017/11/21";"Y";"N";"N";"N";"3";"0"
"1338";"1416";"H";"0";"SABADELL";"2017/11/27";"N";"N";"N";"Y";"4";"0"
"1339";"1417";"D";"0";"SENTMENAT";"2017/11/27";"N";"Y";"N";"N";"4";"0"
"1340";"1418";"H";"0";"SABADELL";"2017/11/27";"N";"Y";"N";"N";"0";"0"
"1341";"1419";"D";"0";"SABADELL";"2017/11/27";"Y";"N";"N";"N";"3";"0"
"1342";"1420";"D";"0";"SABADELL";"2017/11/27";"N";"Y";"N";"N";"6";"0"
"1343";"1421";"D";"0";"SABADELL";"2017/11/27";"N";"Y";"N";"N";"6";"0"
"1344";"1422";"D";"0";"SABADELL";"2017/11/27";"N";"N";"N";"N";"3";"0"
"1345";"1423";"D";"0";"SABADELL";"2017/11/27";"N";"N";"Y";"N";"6";"0"
"1346";"1424";"H";"0";"SANT QUIRZE DEL VALLÈS";"2017/11/27";"N";"N";"Y";"N";"3";"0"
"1347";"1425";"D";"0";"SABADELL";"2017/12/01";"Y";"Y";"N";"N";"0";"0"
"1348";"1426";"H";"0";"SABADELL";"2017/12/01";"N";"N";"Y";"N";"0";"0"
"1349";"1427";"H";"0";"SABADELL";"2017/12/01";"N";"Y";"N";"N";"0";"0"
"1350";"1428";"D";"0";"SABADELL";"2017/12/01";"N";"Y";"N";"N";"0";"0"
"1351";"1429";"D";"0";"SABADELL";"2017/12/01";"N";"N";"Y";"N";"4";"0"
"1352";"1430";"D";"0";"SABADELL";"2017/12/01";"Y";"N";"N";"N";"0";"0"
"1353";"1431";"H";"0";"SABADELL";"2017/12/01";"N";"N";"N";"Y";"0";"0"
"1354";"1432";"H";"0";"SABADELL";"2017/12/01";"N";"Y";"N";"N";"0";"0"
"1355";"1433";"D";"0";"SABADELL";"2017/12/01";"N";"N";"N";"Y";"0";"0"
"1356";"1434";"D";"0";"SABADELL";"2017/12/01";"N";"N";"N";"Y";"0";"0"
"1357";"1435";"H";"0";"SABADELL";"2017/12/01";"N";"Y";"N";"N";"0";"0"
"1358";"1436";"D";"0";"SABADELL";"2017/12/04";"N";"N";"Y";"N";"0";"0"
"1359";"1437";"H";"0";"TERRASSA";"2017/12/04";"Y";"Y";"N";"N";"0";"0"
"1360";"1438";"D";"0";"SABADELL";"2016/10/25";"Y";"N";"N";"N";"4";"0"
"1361";"1439";"H";"0";"SABADELL";"2017/12/05";"N";"N";"N";"N";"0";"0"
"1362";"1440";"D";"0";"SABADELL";"2017/12/05";"Y";"N";"N";"N";"0";"0"
"1363";"1441";"H";"0";"SABADELL";"2017/12/05";"Y";"N";"N";"N";"0";"0"
"1364";"1443";"H";"0";"SABADELL";"2016/10/25";"Y";"N";"N";"N";"0";"0"
"1365";"1444";"D";"0";"SABADELL";"2016/10/25";"Y";"N";"N";"N";"0";"0"
"1366";"1445";"H";"0";"SABADELL";"2017/12/05";"N";"N";"Y";"N";"2";"0"
"1367";"1446";"D";"0";"SANTA PERPÈTUA DE MOGODA";"2017/12/05";"N";"Y";"N";"N";"4";"0"
"1368";"1447";"H";"0";"SABADELL";"2017/12/05";"N";"Y";"N";"N";"6";"0"
"1369";"1448";"D";"0";"BARBERÀ DEL VALLÈS";"2017/12/14";"Y";"N";"N";"N";"5";"0"
"1370";"1449";"D";"0";"SABADELL";"2017/12/14";"N";"Y";"N";"N";"3";"0"
"1371";"1450";"D";"0";"SABADELL";"2017/12/18";"Y";"N";"N";"N";"3";"0"
"1372";"1451";"D";"0";"SABADELL";"2017/12/18";"Y";"N";"N";"N";"1";"0"
"1373";"1452";"H";"0";"SABADELL";"2017/12/18";"N";"N";"N";"Y";"3";"0"
"1374";"1453";"D";"0";"SABADELL";"2017/12/18";"N";"Y";"N";"N";"2";"1"
"1375";"1454";"D";"0";"SABADELL";"2017/12/18";"N";"Y";"N";"N";"5";"0"
"1376";"1455";"D";"0";"BADIA DEL VALLÈS";"2017/12/18";"Y";"Y";"N";"N";"4";"0"
"1377";"1456";"D";"0";"SABADELL";"2017/12/22";"N";"N";"Y";"N";"2";"0"
"1378";"1457";"D";"0";"TERRASSA";"2017/12/22";"Y";"N";"N";"Y";"3";"0"
"1379";"1458";"H";"0";"SABADELL";"2017/12/22";"Y";"N";"N";"N";"3";"0"
"1380";"1459";"D";"0";"SABADELL";"2017/12/22";"N";"N";"Y";"N";"7";"0"
"1381";"1460";"H";"0";"SABADELL";"2017/12/22";"N";"N";"N";"Y";"4";"0"
"1382";"1461";"D";"0";"SABADELL";"2017/12/22";"N";"N";"Y";"N";"3";"0"
"1383";"1462";"D";"0";"SABADELL";"2017/11/29";"N";"N";"N";"Y";"0";"0"
"1384";"1463";"H";"0";"SABADELL";"2017/11/29";"Y";"Y";"N";"N";"0";"0"
"1385";"1464";"H";"0";"PARETS DEL VALLÈS";"2017/11/29";"N";"N";"N";"Y";"0";"0"
"1386";"1465";"D";"0";"SABADELL";"2017/11/29";"N";"N";"N";"Y";"0";"0"
"1387";"1466";"D";"0";"SANT CUGAT DEL VALLÈS";"2017/11/29";"N";"N";"N";"Y";"0";"0"
"1388";"1467";"D";"0";"BARCELONA";"2017/11/29";"N";"N";"N";"Y";"0";"0"
"1389";"1468";"D";"0";"SABADELL";"2016/10/25";"Y";"N";"N";"N";"0";"0"
"1390";"1469";"D";"0";"SABADELL";"2017/11/02";"Y";"N";"N";"N";"4";"0"
"1391";"1470";"D";"0";"SABADELL";"2017/10/19";"Y";"N";"N";"N";"3";"0"
"1392";"1471";"H";"0";"SABADELL";"2018/01/24";"Y";"N";"N";"N";"0";"0"
"1393";"1472";"D";"0";"SABADELL";"2018/01/24";"N";"N";"Y";"N";"6";"0"
"1394";"1473";"D";"0";"SABADELL";"2018/01/24";"N";"Y";"N";"N";"1";"0"
"1395";"1474";"D";"0";"SABADELL";"2018/01/24";"N";"Y";"N";"N";"4";"0"
"1396";"1475";"D";"0";"SABADELL";"2018/01/25";"N";"Y";"N";"N";"5";"0"
"1397";"1476";"D";"0";"SABADELL";"2018/01/25";"N";"Y";"N";"N";"4";"1"
"1398";"1477";"D";"0";"SABADELL";"2018/01/25";"Y";"N";"N";"N";"6";"0"
"1399";"1478";"H";"0";"SABADELL";"2018/01/26";"N";"N";"Y";"N";"5";"0"
"1400";"1479";"D";"0";"SABADELL";"2018/02/08";"N";"Y";"N";"N";"10";"0"
"1401";"1480";"H";"0";"SABADELL";"2018/02/19";"N";"Y";"N";"N";"3";"0"
"1402";"1481";"D";"0";"SABADELL";"2018/02/28";"Y";"N";"N";"N";"2";"0"
"1403";"1482";"D";"0";"SABADELL";"2018/02/28";"Y";"N";"N";"N";"2";"0"
"1404";"1483";"H";"0";"SABADELL";"2018/02/28";"Y";"N";"N";"N";"2";"0"
"1405";"1484";"D";"0";"SABADELL";"2018/02/28";"N";"Y";"N";"N";"2";"0"
"1406";"1485";"D";"0";"SABADELL";"2018/02/28";"N";"N";"Y";"N";"4";"0"
"1407";"1486";"D";"0";"SABADELL";"2018/02/28";"N";"N";"N";"Y";"3";"0"
"1408";"1487";"D";"0";"SABADELL";"2018/02/28";"Y";"N";"N";"N";"4";"0"
"1409";"1488";"D";"0";"SABADELL";"2018/02/28";"N";"N";"N";"Y";"1";"0"
"1410";"1489";"H";"0";"SABADELL";"2018/03/20";"Y";"N";"N";"N";"6";"0"
"1411";"1490";"D";"0";"SABADELL";"2018/03/20";"Y";"N";"N";"N";"3";"0"
"1412";"1491";"D";"0";"SABADELL";"2018/03/20";"N";"Y";"N";"N";"5";"0"
"1413";"1492";"H";"0";"SABADELL";"2018/04/12";"N";"N";"N";"Y";"4";"0"
"1414";"1493";"D";"0";"SABADELL";"2018/04/12";"N";"N";"Y";"N";"4";"0"
"1415";"1494";"D";"0";"SABADELL";"2018/04/12";"Y";"N";"N";"N";"5";"0"
"1416";"1495";"D";"0";"SABADELL";"2018/04/17";"Y";"Y";"N";"N";"6";"0"
"1417";"1496";"D";"0";"SABADELL";"2018/04/17";"N";"N";"Y";"N";"7";"0"
"1418";"1497";"H";"0";"SABADELL";"2018/04/18";"N";"N";"Y";"N";"3";"0"
"1419";"1498";"D";"0";"CERDANYOLA DEL VALLÈS";"2018/04/18";"Y";"N";"N";"N";"6";"0"
"1420";"1499";"D";"0";"SABADELL";"2018/04/18";"Y";"N";"N";"N";"5";"0"
"1421";"1500";"H";"0";"SABADELL";"2018/04/18";"N";"N";"Y";"N";"5";"0"
"1422";"1501";"D";"0";"SABADELL";"2018/04/18";"Y";"Y";"N";"N";"5";"0"
"1423";"1502";"D";"0";"SANT QUIRZE DEL VALLÈS";"2018/04/18";"Y";"N";"N";"N";"4";"0"
"1424";"1503";"D";"0";"CASTELLAR DEL VALLÈS";"2018/04/27";"N";"Y";"N";"N";"5";"0"
"1425";"1504";"D";"0";"SABADELL";"2018/04/27";"Y";"Y";"N";"N";"4";"0"
"1426";"1505";"H";"0";"SABADELL";"2018/04/27";"N";"N";"N";"Y";"7";"0"
"1427";"1506";"D";"0";"SABADELL";"2018/04/27";"N";"N";"Y";"N";"5";"0"
"1428";"1507";"H";"0";"SABADELL";"2018/05/02";"Y";"N";"N";"N";"6";"0"
"1429";"1508";"H";"0";"SANT CUGAT DEL VALLÈS";"2018/05/02";"N";"Y";"N";"N";"6";"0"
"1430";"1509";"D";"0";"SABADELL";"2018/05/02";"N";"Y";"N";"N";"6";"0"
"1431";"1510";"H";"0";"SABADELL";"2018/05/07";"N";"N";"Y";"N";"6";"0"
"1432";"1511";"D";"0";"SABADELL";"2018/05/07";"N";"N";"Y";"N";"5";"0"
"1433";"1512";"D";"0";"SABADELL";"2018/05/08";"N";"N";"Y";"N";"4";"0"
"1434";"1513";"D";"0";"SABADELL";"2018/05/09";"N";"N";"Y";"N";"10";"0"
"1435";"1514";"D";"0";"SABADELL";"2018/06/15";"Y";"N";"N";"N";"5";"0"
"1436";"1515";"D";"0";"SABADELL";"2018/06/15";"N";"Y";"N";"N";"5";"0"
"1437";"1516";"D";"0";"SABADELL";"2018/06/15";"Y";"N";"N";"N";"0";"0"
"1438";"1517";"D";"0";"SABADELL";"2018/06/15";"N";"N";"Y";"N";"6";"0"
"1439";"1518";"H";"0";"SABADELL";"2018/06/15";"N";"Y";"N";"N";"3";"0"
"1440";"1519";"D";"0";"SABADELL";"2018/06/15";"Y";"N";"N";"N";"3";"0"
"1441";"1520";"D";"0";"SABADELL";"2018/06/15";"N";"Y";"N";"N";"0";"0"
"1442";"1521";"H";"0";"SABADELL";"2018/06/15";"N";"N";"N";"Y";"4";"0"
"1443";"1522";"D";"0";"CASTELLAR DEL VALLÈS";"2018/06/21";"Y";"Y";"N";"N";"3";"0"
"1444";"1523";"D";"0";"SABADELL";"2018/06/21";"N";"N";"Y";"N";"3";"0"
"1445";"1524";"D";"0";"SABADELL";"2018/07/05";"N";"N";"Y";"N";"7";"0"
